CÓDIGO_ALUNO,CLASS_x,ACTIVITY NAME,TYPE,STARTED,SKILL,DATA GMT,DATA HORARIO,YEAR,MONTH,DAY,CLASS_y,ACTIVITIES,BADGES,IN CLASS,POINTS,SPEAKING TASKS,SPEAKING SKILL,SPEAKING TOTAL,QUIZZES,QUIZZES SKILL,RATINGS,FEEDBACKS,LEVEL,GRADE,GRADE_NUM,LEVEL_NUM
aluno16,Statues,5a298038148b40001157de97,2019-06-06 08:16 GMT-3,1,"I can see Buddha in the middle of a forest.
audio",,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 08:16 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno46,Japan,daily_activities,2019-06-06 08:15 GMT-3,0.14,open,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno46,Iran,daily_activities,2019-06-06 08:14 GMT-3,,audio,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno16,Art Interpretation,5a298038148b40001157de97,2019-06-06 08:14 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno46,Iran,daily_activities,2019-06-06 08:13 GMT-3,0.14,open,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno16,State of the World,5a298038148b40001157de95,2019-06-06 08:13 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Relationship with Parents 1,5a298038148b40001157de95,2019-06-06 08:13 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno46,Peru,daily_activities,2019-06-06 08:12 GMT-3,,audio,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno19,Switzerland,daily_activities,2019-06-06 08:12 GMT-3,0.63,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno16,Museum of Feelings,5a298038148b40001157de95,2019-06-06 08:12 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Getting Angry 1,5a298038148b40001157de95,2019-06-06 08:11 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno46,Peru,daily_activities,2019-06-06 08:11 GMT-3,0.43,open,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno46,Russia,daily_activities,2019-06-06 08:11 GMT-3,,audio,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno19,Croatia,daily_activities,2019-06-06 08:10 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno46,Russia,daily_activities,2019-06-06 08:09 GMT-3,0.29,open,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno46,Switzerland,daily_activities,2019-06-06 08:09 GMT-3,,audio,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno46,Switzerland,daily_activities,2019-06-06 08:08 GMT-3,0.71,open,,,,,,tj173,98,18,0,7523,52,0,00:08:15,43,0.36,2,34,A1,7º ano,2,3
aluno19,Croatia,daily_activities,2019-06-06 08:07 GMT-3,0.75,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno16,Relationships 1,5a298038148b40001157de95,2019-06-06 08:05 GMT-3,0.89,open,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Iceland,daily_activities,2019-06-06 08:04 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno16,Public Proposal 1,5a298038148b40001157de95,2019-06-06 08:04 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Proudest Moment 1,5a298038148b40001157de95,2019-06-06 08:03 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Types of Friends 1,5a298038148b40001157de95,2019-06-06 08:03 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Close Family,5a298038148b40001157de95,2019-06-06 08:02 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Pet Peeves,5a298038148b40001157de95,2019-06-06 08:01 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Lending Money,5a298038148b40001157de95,2019-06-06 08:01 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Iceland,daily_activities,2019-06-06 08:00 GMT-3,1,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno16,Celebrity Look-alikes,5a298038148b40001157de99,2019-06-06 08:00 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Beauty Defined,5a298038148b40001157de99,2019-06-06 07:59 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,First Impressions,5a298038148b40001157de99,2019-06-06 07:58 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Costa Rica,daily_activities,2019-06-06 07:58 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno16,Clothes,5a298038148b40001157de99,2019-06-06 07:57 GMT-3,1,open,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:56 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Importance of Beauty,5a298038148b40001157de99,2019-06-06 07:56 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Fashion Magazines,5a298038148b40001157de99,2019-06-06 07:55 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Costa Rica,daily_activities,2019-06-06 07:55 GMT-3,0.75,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:55 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Dressing Styles,5a298038148b40001157de99,2019-06-06 07:54 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:54 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:54 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Depth of Beauty,5a298038148b40001157de99,2019-06-06 07:54 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:54 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:53 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:53 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Mirrors,5a298038148b40001157de99,2019-06-06 07:53 GMT-3,1,"I can see a girl taking a picture of the glass.
audio",,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:52 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Beaches,5a298038148b40001157de98,2019-06-06 07:51 GMT-3,1,"I can see a girl meditating in a beach.
audio",,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Tunisia,daily_activities,2019-06-06 07:51 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno16,Job Description,5a789eec57ffef8f2c356030,2019-06-06 07:49 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Dream Job,5a789eec57ffef8f2c356030,2019-06-06 07:49 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Tunisia,daily_activities,2019-06-06 07:48 GMT-3,1,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno16,Restaurant Jobs,5a789eec57ffef8f2c356030,2019-06-06 07:48 GMT-3,1,"I can see a man making bread.
audio",,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Workplace Relationships,5a789eec57ffef8f2c356030,2019-06-06 07:47 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:47 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:46 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno19,Sports Teams,5a298038148b40001157de96,2019-06-06 07:46 GMT-3,0.83,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno1,Describing Technology,5a3d536599de1543206d550f,2019-06-06 07:46 GMT-3,0.67,open,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:46 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:46 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Interview,5a789eec57ffef8f2c356030,2019-06-06 07:45 GMT-3,1,open,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:45 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:45 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:44 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno19,Athlete salaries,5a298038148b40001157de96,2019-06-06 07:44 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno1,Communication,5a3d536599de1543206d550f,2019-06-06 07:44 GMT-3,1,open,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno16,Work problems,5a789eec57ffef8f2c356030,2019-06-06 07:43 GMT-3,1,open,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno1,Using Technology,5a3d536599de1543206d550f,2019-06-06 07:43 GMT-3,0.83,open,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno19,New sports,5a298038148b40001157de96,2019-06-06 07:42 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno1,Celebrity Crush,5a789eec57ffef8f2c356031,2019-06-06 07:41 GMT-3,,audio,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno1,Astrology Basics,5a79a81ea1337c1d2c048522,2019-06-06 07:40 GMT-3,0.83,open,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno16,Jobs,5a789eec57ffef8f2c356030,2019-06-06 07:39 GMT-3,1,open,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno1,Zodiac Signs 1 2,5a79a81ea1337c1d2c048522,2019-06-06 07:39 GMT-3,1,open,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno16,Cell Phones at Work,5a789eec57ffef8f2c356030,2019-06-06 07:39 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno16,Jobs: Love or Money?,5a789eec57ffef8f2c356030,2019-06-06 07:38 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Professional athletes,5a298038148b40001157de96,2019-06-06 07:37 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno16,Being a Teacher,5a789eec57ffef8f2c356030,2019-06-06 07:37 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Sports + children,5a298038148b40001157de96,2019-06-06 07:35 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno1,Stars,5a79a81ea1337c1d2c048522,2019-06-06 07:35 GMT-3,1,"I see minister of the virus colors like red yellow and pink.
audio",,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno16,Jobs,5a789eec57ffef8f2c356030,2019-06-06 07:34 GMT-3,1,open,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno1,To be questions,5a79a81ea1337c1d2c048522,2019-06-06 07:34 GMT-3,1,open,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:34 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Part-time Jobs,5a789eec57ffef8f2c356030,2019-06-06 07:34 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno19,Bikes,5a298038148b40001157de96,2019-06-06 07:33 GMT-3,1,"Listen to men's dating advice conversion Olympic.
audio",,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno8,Teenage Dates,5a789eec57ffef8f2c356031,2019-06-06 07:33 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Fast Food Restaurant,5a789eec57ffef8f2c356030,2019-06-06 07:33 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno89,Morocco,daily_activities,2019-06-06 07:33 GMT-3,,audio,,,,,,oiqy9,44,3,0,3582,29,0,00:00:50,15,0.59,4,4,A1,9º ano,4,3
aluno19,Teams,5a298038148b40001157de96,2019-06-06 07:32 GMT-3,1,"I see some players trying to lick the bowl.
audio",,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno1,Friend Characteristics,5a79a81ea1337c1d2c048522,2019-06-06 07:31 GMT-3,,audio,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno16,Switzerland,daily_activities,2019-06-06 07:31 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Book impact,5a3d536599de1543206d550d,2019-06-06 07:29 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,On a Date,5a789eec57ffef8f2c356031,2019-06-06 07:28 GMT-3,1,"Play I Kelly manno elkanah Segura.
audio",,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Biographies,5a3d536599de1543206d550d,2019-06-06 07:28 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Switzerland,daily_activities,2019-06-06 07:28 GMT-3,0.75,open,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:27 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Croatia,daily_activities,2019-06-06 07:26 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Performance enhancements,5a298038148b40001157de96,2019-06-06 07:26 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,Written in the Stars,5a79a81ea1337c1d2c048522,2019-06-06 07:25 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno1,People in Politics,5a298038148b40001157de94,2019-06-06 07:22 GMT-3,0.83,open,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno16,Croatia,daily_activities,2019-06-06 07:22 GMT-3,0.75,open,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:22 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno16,Iceland,daily_activities,2019-06-06 07:21 GMT-3,,audio,,,,,,olympicstest1,261,14,1,20645,137,0,00:14:44,121,0.93,30,67,A2,6º ano,1,4
aluno8,Blind Dates,5a789eec57ffef8f2c356031,2019-06-06 07:21 GMT-3,,audio,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno1,Political Cartoon,5a298038148b40001157de94,2019-06-06 07:20 GMT-3,,audio,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno1,Society,5a298038148b40001157de94,2019-06-06 07:18 GMT-3,1,open,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno8,Professional Athletes,5a298038148b40001157de96,2019-06-06 07:17 GMT-3,0,open,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno1,Next Election,5a298038148b40001157de94,2019-06-06 07:16 GMT-3,,audio,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno156,Health advice,5a3d536599de1543206d550e,2019-06-06 07:14 GMT-3,0.33,open,,,,,,ygz43,22,3,0,1495,8,0,00:00:15,14,0.52,3,6,A0,7º ano,2,2
aluno1,Relationship with Parents 2,5a298038148b40001157de95,2019-06-06 07:13 GMT-3,,audio,,,,,,6ve7m,567,40,0,100997,348,0,01:09:32,216,0.8,72,219,A1,9º ano,4,3
aluno8,Literary profession,5a3d536599de1543206d550d,2019-06-06 07:10 GMT-3,0.33,open,,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno8,On a Date,5a789eec57ffef8f2c356031,2019-06-06 07:08 GMT-3,1,"I am by Crowder.
audio",,,,,,ygz43,288,0,0,30670,186,0,00:20:37,102,0.25,24,108,B1,7º ano,2,5
aluno19,Extreme sports,5a298038148b40001157de96,2019-06-06 06:57 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno2,Book Impact,5a3d536599de1543206d550d,2019-06-06 06:56 GMT-3,,audio,,,,,,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,Comic Books,5a3d536599de1543206d550d,2019-06-06 06:54 GMT-3,,audio,,,,,,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno19,Sports-Verbs,5a298038148b40001157de96,2019-06-06 06:54 GMT-3,0.67,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno19,Performance enhancements,5a298038148b40001157de96,2019-06-06 06:51 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno2,Children,5a3d536599de1543206d550d,2019-06-06 06:51 GMT-3,1,"I see a little boy with a red cap sitting with a bottle of Superman.
audio",,,,,,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,Books + Future,5a3d536599de1543206d550d,2019-06-06 06:50 GMT-3,1,open,,,,,,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno2,Books + Future,5a3d536599de1543206d550d,2019-06-06 06:49 GMT-3,0.83,open,,,,,,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno19,Sports quotes,5a298038148b40001157de96,2019-06-06 06:46 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno19,Sports dislikes,5a298038148b40001157de96,2019-06-06 06:44 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno19,Professional Athletes,5a298038148b40001157de96,2019-06-06 06:41 GMT-3,1,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno19,Sports + me,5a298038148b40001157de96,2019-06-06 06:39 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno19,Sports + disabilities,5a298038148b40001157de96,2019-06-06 06:37 GMT-3,,audio,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno19,Boards,5a298038148b40001157de96,2019-06-06 06:36 GMT-3,1,"I see a men's skating.
audio",,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno19,Sports + people,5a298038148b40001157de96,2019-06-06 06:35 GMT-3,0.83,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno19,Unsportsmanlike,5a298038148b40001157de96,2019-06-06 06:32 GMT-3,1,open,,,,,,eyk3i,237,30,0,20313,132,0,00:46:24,102,0.81,25,55,A2,8º ano,3,4
aluno28,Jobs,5a789eec57ffef8f2c356030,2019-06-06 06:04 GMT-3,1,open,,,,,,icmob,229,12,0,15745,121,0,00:14:59,105,0.64,24,54,A1,8º ano,3,3
aluno28,Restaurant Jobs,5a789eec57ffef8f2c356030,2019-06-06 06:03 GMT-3,1,"I see a baker making bread.
audio",,,,,,icmob,229,12,0,15745,121,0,00:14:59,105,0.64,24,54,A1,8º ano,3,3
aluno28,Typical Jobs,5a789eec57ffef8f2c356030,2019-06-06 06:03 GMT-3,,audio,,,,,,icmob,229,12,0,15745,121,0,00:14:59,105,0.64,24,54,A1,8º ano,3,3
aluno209,How much/how many,5acfaccaaac78e299c7409e4,2019-06-06 05:54 GMT-3,1,open,,,,,,fsqaw,5,0,2,776,2,0,00:00:03,3,0.76,3,1,A0,8º ano,3,2
aluno209,How much/how many,5acfaccaaac78e299c7409e4,2019-06-06 05:52 GMT-3,1,open,,,,,,fsqaw,5,0,2,776,2,0,00:00:03,3,0.76,3,1,A0,8º ano,3,2
aluno2,E-books,5a3d536599de1543206d550d,2019-06-06 05:48 GMT-3,,audio,,,,,,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno209,How much/how many,5acfaccaaac78e299c7409e4,2019-06-06 05:48 GMT-3,1,open,,,,,,fsqaw,5,0,2,776,2,0,00:00:03,3,0.76,3,1,A0,8º ano,3,2
aluno209,How much/how many,5acfaccaaac78e299c7409e4,2019-06-06 05:45 GMT-3,0.67,open,,,,,,fsqaw,5,0,2,776,2,0,00:00:03,3,0.76,3,1,A0,8º ano,3,2
aluno2,Dinosaurs,5a3d536599de1543206d550d,2019-06-06 05:39 GMT-3,1,"I see and Jennifer eating leaves off a tree.
audio",,,,,,6ve7m,579,43,0,93219,348,0,00:58:27,228,0.97,105,180,A1,9º ano,4,3
aluno4,Science Jobs,5a789eec57ffef8f2c356032,2019-06-06 05:36 GMT-3,1,"I am sent you to Michener play. I'm alright.
audio",,,,,,dg23e,542,54,0,46255,329,0,00:39:39,210,0.37,66,199,A1,7º ano,2,3
aluno4,Flowers,5a789eec57ffef8f2c356032,2019-06-06 05:34 GMT-3,0.75,"Isaac florist orange iPhone black Iron
audio",,,,,,dg23e,542,54,0,46255,329,0,00:39:39,210,0.37,66,199,A1,7º ano,2,3
